CD_MUN,NM_MUN,CNAE_section,MPI
4321329,Taquaruçu do Sul,"Artes, cultura, esporte e recreacao",0.025957076869679557
4321352,Tavares,"Artes, cultura, esporte e recreacao",0.010087624192276044
4321402,Tenente Portela,"Artes, cultura, esporte e recreacao",0.009643583184672832
4321436,Terra de Areia,"Artes, cultura, esporte e recreacao",0.018973379760094083
4321451,Teutônia,"Artes, cultura, esporte e recreacao",0.07268030616551466
4321469,Tio Hugo,"Artes, cultura, esporte e recreacao",0.030147067931987306
4321477,Tiradentes do Sul,"Artes, cultura, esporte e recreacao",0.012293764755965128
4321493,Toropi,"Artes, cultura, esporte e recreacao",0.008728640029702311
4321501,Torres,"Artes, cultura, esporte e recreacao",0.009165753462955036
4321600,Tramandaí,"Artes, cultura, esporte e recreacao",0.1839717330133379
4321626,Travesseiro,"Artes, cultura, esporte e recreacao",0.04893136998480828
4321634,Três Arroios,"Artes, cultura, esporte e recreacao",0.025300036868229583
4321667,Três Cachoeiras,"Artes, cultura, esporte e recreacao",0.015273012552864926
4321709,Três Coroas,"Artes, cultura, esporte e recreacao",0.0992089076855609
4321808,Três de Maio,"Artes, cultura, esporte e recreacao",0.022617693158573326
4321857,Três Palmeiras,"Artes, cultura, esporte e recreacao",0.013361548052096639
4321907,Três Passos,"Artes, cultura, esporte e recreacao",0.010359303156419392
4321956,Trindade do Sul,"Artes, cultura, esporte e recreacao",0.012012235689919307
4322004,Triunfo,"Artes, cultura, esporte e recreacao",0.07305181668861153
4322103,Tucunduva,"Artes, cultura, esporte e recreacao",0.02200920236846161
4322152,Tunas,"Artes, cultura, esporte e recreacao",0.013919416602664823
4322186,Tupanci do Sul,"Artes, cultura, esporte e recreacao",0.013235315444696558
4322202,Tupanciretã,"Artes, cultura, esporte e recreacao",0.011341386566566037
4322251,Tupandi,"Artes, cultura, esporte e recreacao",0.11174207346350365
4322301,Tuparendi,"Artes, cultura, esporte e recreacao",0.030444870740268474
4322327,Turuçu,"Artes, cultura, esporte e recreacao",0.011647029694796338
4322343,Ubiretama,"Artes, cultura, esporte e recreacao",0.015989088320909225
4322350,União da Serra,"Artes, cultura, esporte e recreacao",0.02966066939494973
4322376,Unistalda,"Artes, cultura, esporte e recreacao",0.004864891835532386
4322400,Uruguaiana,"Artes, cultura, esporte e recreacao",0.0012832234599523833
4322509,Vacaria,"Artes, cultura, esporte e recreacao",0.016236503298668003
4322525,Vale Verde,"Artes, cultura, esporte e recreacao",0.040811930938400326
4322533,Vale do Sol,"Artes, cultura, esporte e recreacao",0.02211464666648237
4322541,Vale Real,"Artes, cultura, esporte e recreacao",0.113716156288649
4322558,Vanini,"Artes, cultura, esporte e recreacao",0.026091177416642533
4322608,Venâncio Aires,"Artes, cultura, esporte e recreacao",0.03795911562450806
4322707,Vera Cruz,"Artes, cultura, esporte e recreacao",0.1003556900944998
4322806,Veranópolis,"Artes, cultura, esporte e recreacao",0.050956189870279195
4322855,Vespasiano Corrêa,"Artes, cultura, esporte e recreacao",0.040703484301743836
4322905,Viadutos,"Artes, cultura, esporte e recreacao",0.01928838789450599
4323002,Viamão,"Artes, cultura, esporte e recreacao",0.26197665668274817
4323101,Vicente Dutra,"Artes, cultura, esporte e recreacao",0.008964198882778938
4323200,Victor Graeff,"Artes, cultura, esporte e recreacao",0.030878835856721545
4323309,Vila Flores,"Artes, cultura, esporte e recreacao",0.06666704943370141
4323358,Vila Lângaro,"Artes, cultura, esporte e recreacao",0.031960885161552155
4323408,Vila Maria,"Artes, cultura, esporte e recreacao",0.04219919482932974
4323457,Vila Nova do Sul,"Artes, cultura, esporte e recreacao",0.006874816594072121
4323507,Vista Alegre,"Artes, cultura, esporte e recreacao",0.02943021952687826
4323606,Vista Alegre do Prata,"Artes, cultura, esporte e recreacao",0.04097921561939581
4323705,Vista Gaúcha,"Artes, cultura, esporte e recreacao",0.01006054479360168
4323754,Vitória das Missões,"Artes, cultura, esporte e recreacao",0.01192470242009908
4323770,Westfália,"Artes, cultura, esporte e recreacao",0.10444152006353805
4323804,Xangri-lá,"Artes, cultura, esporte e recreacao",0.055961899515487946
4300034,Aceguá,Atividades administrativas e serviços complementares,0.017187116623318198
4300059,Água Santa,Atividades administrativas e serviços complementares,0.13206929028192338
4300109,Agudo,Atividades administrativas e serviços complementares,0.06324780710401817
4300208,Ajuricaba,Atividades administrativas e serviços complementares,0.08519488821647606
4300307,Alecrim,Atividades administrativas e serviços complementares,0.034464225625161736
4300406,Alegrete,Atividades administrativas e serviços complementares,0.011963888749531628
4300455,Alegria,Atividades administrativas e serviços complementares,0.06491792215138131
4300471,Almirante Tamandaré do Sul,Atividades administrativas e serviços complementares,0.10220451921902161
4300505,Alpestre,Atividades administrativas e serviços complementares,0.038942843266935666
4300554,Alto Alegre,Atividades administrativas e serviços complementares,0.1075442023586207
4300570,Alto Feliz,Atividades administrativas e serviços complementares,0.6984686304949119
4300604,Alvorada,Atividades administrativas e serviços complementares,3.8606867478857367
4300638,Amaral Ferrador,Atividades administrativas e serviços complementares,0.06405238783598258
4300646,Ametista do Sul,Atividades administrativas e serviços complementares,0.0486452161196561
4300661,André da Rocha,Atividades administrativas e serviços complementares,0.1714923693229315
4300703,Anta Gorda,Atividades administrativas e serviços complementares,0.16226911767159224
4300802,Antônio Prado,Atividades administrativas e serviços complementares,0.3141577810148394
4300851,Arambaré,Atividades administrativas e serviços complementares,0.09900347860337766
4300877,Araricá,Atividades administrativas e serviços complementares,0.8744939989848228
4300901,Aratiba,Atividades administrativas e serviços complementares,0.07403641094074684
4301008,Arroio do Meio,Atividades administrativas e serviços complementares,0.9864172865198259
4301057,Arroio do Sal,Atividades administrativas e serviços complementares,0.08469540321917891
4301073,Arroio do Padre,Atividades administrativas e serviços complementares,0.055212881843849836
4301107,Arroio dos Ratos,Atividades administrativas e serviços complementares,0.419807166667958
4301206,Arroio do Tigre,Atividades administrativas e serviços complementares,0.07002615500242923
4301305,Arroio Grande,Atividades administrativas e serviços complementares,0.022196529498417907
4301404,Arvorezinha,Atividades administrativas e serviços complementares,0.1264634121984544
4301503,Augusto Pestana,Atividades administrativas e serviços complementares,0.10736563976604872
4301552,Áurea,Atividades administrativas e serviços complementares,0.09814472715204998
4301602,Bagé,Atividades administrativas e serviços complementares,0.020859528502464475
4301636,Balneário Pinhal,Atividades administrativas e serviços complementares,0.10662816112850027
4301651,Barão,Atividades administrativas e serviços complementares,0.7248916405996064
4301701,Barão de Cotegipe,Atividades administrativas e serviços complementares,0.21227570372255633
4301750,Barão do Triunfo,Atividades administrativas e serviços complementares,0.1982780439793314
4301800,Barracão,Atividades administrativas e serviços complementares,0.04948153104158795
4301859,Barra do Guarita,Atividades administrativas e serviços complementares,0.03575234507718675
4301875,Barra do Quaraí,Atividades administrativas e serviços complementares,0.006053232850789634
4301909,Barra do Ribeiro,Atividades administrativas e serviços complementares,0.7094133366868453
4301925,Barra do Rio Azul,Atividades administrativas e serviços complementares,0.08599248701135637
4301958,Barra Funda,Atividades administrativas e serviços complementares,0.09127183696456231
4302006,Barros Cassal,Atividades administrativas e serviços complementares,0.0920276263427907
4302055,Benjamin Constant do Sul,Atividades administrativas e serviços complementares,0.06874922044214823
4302105,Bento Gonçalves,Atividades administrativas e serviços complementares,0.5037315216076387
4302154,Boa Vista das Missões,Atividades administrativas e serviços complementares,0.06036968375656573
4302204,Boa Vista do Buricá,Atividades administrativas e serviços complementares,0.07922352263609758
4302220,Boa Vista do Cadeado,Atividades administrativas e serviços complementares,0.09410872003651871
4302238,Boa Vista do Incra,Atividades administrativas e serviços complementares,0.07337268547882432
4302253,Boa Vista do Sul,Atividades administrativas e serviços complementares,0.43908926154630384
4302303,Bom Jesus,Atividades administrativas e serviços complementares,0.07543715484189815
4302352,Bom Princípio,Atividades administrativas e serviços complementares,0.669253430929042
4302378,Bom Progresso,Atividades administrativas e serviços complementares,0.06596253985104329
4302402,Bom Retiro do Sul,Atividades administrativas e serviços complementares,0.3960538986833579
4302451,Boqueirão do Leão,Atividades administrativas e serviços complementares,0.1233829050308316
4302501,Bossoroca,Atividades administrativas e serviços complementares,0.02697130593417772
4302584,Bozano,Atividades administrativas e serviços complementares,0.12429008067467094
4302600,Braga,Atividades administrativas e serviços complementares,0.06377283140435923
4302659,Brochier,Atividades administrativas e serviços complementares,0.45565615218948546
4302709,Butiá,Atividades administrativas e serviços complementares,0.19937750221833403
4302808,Caçapava do Sul,Atividades administrativas e serviços complementares,0.03468891002270789
4302907,Cacequi,Atividades administrativas e serviços complementares,0.02212047297378107
4303004,Cachoeira do Sul,Atividades administrativas e serviços complementares,0.06505615607099416
4303103,Cachoeirinha,Atividades administrativas e serviços complementares,3.567318115850804
4303202,Cacique Doble,Atividades administrativas e serviços complementares,0.07882453238568579
4303301,Caibaté,Atividades administrativas e serviços complementares,0.04518182594239221
4303400,Caiçara,Atividades administrativas e serviços complementares,0.08137358772307542
4303509,Camaquã,Atividades administrativas e serviços complementares,0.08795690971615423
4303558,Camargo,Atividades administrativas e serviços complementares,0.16558690703179396
4303608,Cambará do Sul,Atividades administrativas e serviços complementares,0.07600824924489168
4303673,Campestre da Serra,Atividades administrativas e serviços complementares,0.22706102514073276
4303707,Campina das Missões,Atividades administrativas e serviços complementares,0.044812370559870036
4303806,Campinas do Sul,Atividades administrativas e serviços complementares,0.07936302794057362
4303905,Campo Bom,Atividades administrativas e serviços complementares,1.8057003132213296
4304002,Campo Novo,Atividades administrativas e serviços complementares,0.055656341472098185
4304101,Campos Borges,Atividades administrativas e serviços complementares,0.08225011214855482
4304200,Candelária,Atividades administrativas e serviços complementares,0.09608897729323673
4304309,Cândido Godói,Atividades administrativas e serviços complementares,0.04901082184335373
4304358,Candiota,Atividades administrativas e serviços complementares,0.022772226564176205
4304408,Canela,Atividades administrativas e serviços complementares,1.0360105660921233
4304507,Canguçu,Atividades administrativas e serviços complementares,0.04113870885368368
4304606,Canoas,Atividades administrativas e serviços complementares,3.602902433099717
4304614,Canudos do Vale,Atividades administrativas e serviços complementares,0.17329786977330952
4304622,Capão Bonito do Sul,Atividades administrativas e serviços complementares,0.07991870287238773
4304630,Capão da Canoa,Atividades administrativas e serviços complementares,0.24305449805393314
4304655,Capão do Cipó,Atividades administrativas e serviços complementares,0.030153161641525667
4304663,Capão do Leão,Atividades administrativas e serviços complementares,0.11002547612861753
4304671,Capivari do Sul,Atividades administrativas e serviços complementares,0.18875102778598107
4304689,Capela de Santana,Atividades administrativas e serviços complementares,1.0448652754800702
4304697,Capitão,Atividades administrativas e serviços complementares,0.2949706188109055
4304705,Carazinho,Atividades administrativas e serviços complementares,0.1036911978755161
4304713,Caraá,Atividades administrativas e serviços complementares,0.21895513643144535
4304804,Carlos Barbosa,Atividades administrativas e serviços complementares,1.0500452501269375
4304853,Carlos Gomes,Atividades administrativas e serviços complementares,0.07555975404734261
4304903,Casca,Atividades administrativas e serviços complementares,0.13746425330826126
4304952,Caseiros,Atividades administrativas e serviços complementares,0.09989185855609573
4305009,Catuípe,Atividades administrativas e serviços complementares,0.09676447186655938
4305108,Caxias do Sul,Atividades administrativas e serviços complementares,0.3575637627350563
4305116,Centenário,Atividades administrativas e serviços complementares,0.08673661571336412
4305124,Cerrito,Atividades administrativas e serviços complementares,0.06729732383845057
4305132,Cerro Branco,Atividades administrativas e serviços complementares,0.07990502404215791
4305157,Cerro Grande,Atividades administrativas e serviços complementares,0.05911944833959206
4305173,Cerro Grande do Sul,Atividades administrativas e serviços complementares,0.14271136681211158
4305207,Cerro Largo,Atividades administrativas e serviços complementares,0.04405125524563064
4305306,Chapada,Atividades administrativas e serviços complementares,0.07941626046715922
4305355,Charqueadas,Atividades administrativas e serviços complementares,0.7846221819881037
4305371,Charrua,Atividades administrativas e serviços complementares,0.11207610826026365
4305405,Chiapetta,Atividades administrativas e serviços complementares,0.057369389455605664
4305439,Chuí,Atividades administrativas e serviços complementares,0.018151769798060876
4305447,Chuvisca,Atividades administrativas e serviços complementares,0.0978291116345836
4305454,Cidreira,Atividades administrativas e serviços complementares,0.11603031337419036
4305504,Ciríaco,Atividades administrativas e serviços complementares,0.12576547008447334
4305587,Colinas,Atividades administrativas e serviços complementares,0.5192645289503871
4305603,Colorado,Atividades administrativas e serviços complementares,0.13095923819785465
4305702,Condor,Atividades administrativas e serviços complementares,0.16738582053393347
4305801,Constantina,Atividades administrativas e serviços complementares,0.06536985183301797
4305835,Coqueiro Baixo,Atividades administrativas e serviços complementares,0.1845158001846436
4305850,Coqueiros do Sul,Atividades administrativas e serviços complementares,0.11625269904330464
4305871,Coronel Barros,Atividades administrativas e serviços complementares,0.11025965515494957
4305900,Coronel Bicaco,Atividades administrativas e serviços complementares,0.059543150807297635
4305934,Coronel Pilar,Atividades administrativas e serviços complementares,0.44553400191702724
4305959,Cotiporã,Atividades administrativas e serviços complementares,0.2847036215784561
4305975,Coxilha,Atividades administrativas e serviços complementares,0.21134948887843522
4306007,Crissiumal,Atividades administrativas e serviços complementares,0.05633362098832139
4306056,Cristal,Atividades administrativas e serviços complementares,0.06926614627815707
4306072,Cristal do Sul,Atividades administrativas e serviços complementares,0.06289418038364182
4306106,Cruz Alta,Atividades administrativas e serviços complementares,0.05979035510907081
4306130,Cruzaltense,Atividades administrativas e serviços complementares,0.08951583543646156
4306205,Cruzeiro do Sul,Atividades administrativas e serviços complementares,1.131522441118939
4306304,David Canabarro,Atividades administrativas e serviços complementares,0.12746647204002673
4306320,Derrubadas,Atividades administrativas e serviços complementares,0.03896471771972056
4306353,Dezesseis de Novembro,Atividades administrativas e serviços complementares,0.03472045386927031
4306379,Dilermando de Aguiar,Atividades administrativas e serviços complementares,0.04254678347810804
4306403,Dois Irmãos,Atividades administrativas e serviços complementares,1.285612017517672
4306429,Dois Irmãos das Missões,Atividades administrativas e serviços complementares,0.05286054098018745
4306452,Dois Lajeados,Atividades administrativas e serviços complementares,0.21578044694342421
4306502,Dom Feliciano,Atividades administrativas e serviços complementares,0.08476416316122667
4306551,Dom Pedro de Alcântara,Atividades administrativas e serviços complementares,0.09128115626224105
4306601,Dom Pedrito,Atividades administrativas e serviços complementares,0.015981159713053642
4306700,Dona Francisca,Atividades administrativas e serviços complementares,0.07779983156633191
4306734,Doutor Maurício Cardoso,Atividades administrativas e serviços complementares,0.07651056744982127
4306759,Doutor Ricardo,Atividades administrativas e serviços complementares,0.19050564956024343
4306767,Eldorado do Sul,Atividades administrativas e serviços complementares,0.4923764835006092
4306809,Encantado,Atividades administrativas e serviços complementares,0.30340799545630137
4306908,Encruzilhada do Sul,Atividades administrativas e serviços complementares,0.06483445825208804
4306924,Engenho Velho,Atividades administrativas e serviços complementares,0.07475456515782308
4306957,Entre Rios do Sul,Atividades administrativas e serviços complementares,0.06083508910878916
4306973,Erebango,Atividades administrativas e serviços complementares,0.15173165315927273
4307005,Erechim,Atividades administrativas e serviços complementares,0.06521538813978399
4307054,Ernestina,Atividades administrativas e serviços complementares,0.13860991274806625
4307104,Herval,Atividades administrativas e serviços complementares,0.02331235510990251
4307203,Erval Grande,Atividades administrativas e serviços complementares,0.057505744390303384
4307302,Erval Seco,Atividades administrativas e serviços complementares,0.05836625027201973
4307401,Esmeralda,Atividades administrativas e serviços complementares,0.06568244635072183
4307450,Esperança do Sul,Atividades administrativas e serviços complementares,0.050853120125622694
4307500,Espumoso,Atividades administrativas e serviços complementares,0.10942917176883656
4307559,Estação,Atividades administrativas e serviços complementares,0.19881627253981213
4307609,Estância Velha,Atividades administrativas e serviços complementares,2.154080692544724
4307708,Esteio,Atividades administrativas e serviços complementares,4.292997383217482
4307807,Estrela,Atividades administrativas e serviços complementares,1.5592700595073656
4307815,Estrela Velha,Atividades administrativas e serviços complementares,0.08077356131367645
4307831,Eugênio de Castro,Atividades administrativas e serviços complementares,0.06563281607461402
4307864,Fagundes Varela,Atividades administrativas e serviços complementares,0.2545007395343344
4307906,Farroupilha,Atividades administrativas e serviços complementares,0.782763544598268
4308003,Faxinal do Soturno,Atividades administrativas e serviços complementares,0.08088389094010416
4308052,Faxinalzinho,Atividades administrativas e serviços complementares,0.06252755651707172
4308078,Fazenda Vilanova,Atividades administrativas e serviços complementares,0.37155155685499247
4308102,Feliz,Atividades administrativas e serviços complementares,0.6990944525132166
4308201,Flores da Cunha,Atividades administrativas e serviços complementares,0.8236884884156249
4308250,Floriano Peixoto,Atividades administrativas e serviços complementares,0.10351580426402372
4308300,Fontoura Xavier,Atividades administrativas e serviços complementares,0.1119761967990181
4308409,Formigueiro,Atividades administrativas e serviços complementares,0.05352730118300834
4308433,Forquetinha,Atividades administrativas e serviços complementares,0.3186429202929911
4308458,Fortaleza dos Valos,Atividades administrativas e serviços complementares,0.08167581921440509
4308508,Frederico Westphalen,Atividades administrativas e serviços complementares,0.04843718633465917
4308607,Garibaldi,Atividades administrativas e serviços complementares,1.1285714621376084
4308656,Garruchos,Atividades administrativas e serviços complementares,0.014505442609475786
4308706,Gaurama,Atividades administrativas e serviços complementares,0.1116795398662863
4308805,General Câmara,Atividades administrativas e serviços complementares,1.0233931113037056
4308854,Gentil,Atividades administrativas e serviços complementares,0.14877144864259964
4308904,Getúlio Vargas,Atividades administrativas e serviços complementares,0.16197147105035473
4309001,Giruá,Atividades administrativas e serviços complementares,0.06241677663530856
4309050,Glorinha,Atividades administrativas e serviços complementares,0.4546761105102361
4309100,Gramado,Atividades administrativas e serviços complementares,0.5762881224701427
4309126,Gramado dos Loureiros,Atividades administrativas e serviços complementares,0.06032176915300277
4309159,Gramado Xavier,Atividades administrativas e serviços complementares,0.09952436309975919
4309209,Gravataí,Atividades administrativas e serviços complementares,1.273959228563052
4309258,Guabiju,Atividades administrativas e serviços complementares,0.15129848604541724
4309308,Guaíba,Atividades administrativas e serviços complementares,2.2861392092417088
4309407,Guaporé,Atividades administrativas e serviços complementares,0.1687794696569018
4309506,Guarani das Missões,Atividades administrativas e serviços complementares,0.05221690805204488
4309555,Harmonia,Atividades administrativas e serviços complementares,0.7012973402494441
4309571,Herveiras,Atividades administrativas e serviços complementares,0.10854428452750078
4309605,Horizontina,Atividades administrativas e serviços complementares,0.05022165323761062
4309654,Hulha Negra,Atividades administrativas e serviços complementares,0.03769130017281695
4309704,Humaitá,Atividades administrativas e serviços complementares,0.06347136668539254
4309753,Ibarama,Atividades administrativas e serviços complementares,0.07278473968113061
4309803,Ibiaçá,Atividades administrativas e serviços complementares,0.10383618149140564
4309902,Ibiraiaras,Atividades administrativas e serviços complementares,0.10778864200817921
4309951,Ibirapuitã,Atividades administrativas e serviços complementares,0.11873410511640921
4310009,Ibirubá,Atividades administrativas e serviços complementares,0.08729664986976905
4310108,Igrejinha,Atividades administrativas e serviços complementares,0.5370180163063658
4310207,Ijuí,Atividades administrativas e serviços complementares,0.0587627048535047
4310306,Ilópolis,Atividades administrativas e serviços complementares,0.14366534165126493
4310330,Imbé,Atividades administrativas e serviços complementares,1.551337334986398
4310363,Imigrante,Atividades administrativas e serviços complementares,0.38725441812596173
4310405,Independência,Atividades administrativas e serviços complementares,0.10058089276188184
4310413,Inhacorá,Atividades administrativas e serviços complementares,0.06647690118462339
4310439,Ipê,Atividades administrativas e serviços complementares,0.37102784563117924
4310462,Ipiranga do Sul,Atividades administrativas e serviços complementares,0.11565992013255794
4310504,Iraí,Atividades administrativas e serviços complementares,0.038374897598137656
4310538,Itaara,Atividades administrativas e serviços complementares,0.21355808854605993
4310553,Itacurubi,Atividades administrativas e serviços complementares,0.021153229268065447
4310579,Itapuca,Atividades administrativas e serviços complementares,0.1329406202827598
4310603,Itaqui,Atividades administrativas e serviços complementares,0.009348149613678651
4310652,Itati,Atividades administrativas e serviços complementares,0.10674479347975939
4310702,Itatiba do Sul,Atividades administrativas e serviços complementares,0.07343858906659557
4310751,Ivorá,Atividades administrativas e serviços complementares,0.07365279604908272
4310801,Ivoti,Atividades administrativas e serviços complementares,1.6150298713072042
4310850,Jaboticaba,Atividades administrativas e serviços complementares,0.0630678509671126
4310900,Jacutinga,Atividades administrativas e serviços complementares,0.09446183702002407
4311007,Jaguarão,Atividades administrativas e serviços complementares,0.015976400421443535
4311106,Jaguari,Atividades administrativas e serviços complementares,0.028327758947318843
4311122,Jaquirana,Atividades administrativas e serviços complementares,0.08885225697543225
4311130,Jari,Atividades administrativas e serviços complementares,0.0377460995436224
4311155,Jóia,Atividades administrativas e serviços complementares,0.05772787148304005
4311205,Júlio de Castilhos,Atividades administrativas e serviços complementares,0.055645739044400046
4311239,Lagoa Bonita do Sul,Atividades administrativas e serviços complementares,0.07884338673764685
4311254,Lagoão,Atividades administrativas e serviços complementares,0.0787330126022421
4311270,Lagoa dos Três Cantos,Atividades administrativas e serviços complementares,0.1820609832672801
4311304,Lagoa Vermelha,Atividades administrativas e serviços complementares,0.08350019453240157
4311403,Lajeado,Atividades administrativas e serviços complementares,0.6455922801481583
4311429,Lajeado do Bugre,Atividades administrativas e serviços complementares,0.06177738646686531
4311502,Lavras do Sul,Atividades administrativas e serviços complementares,0.02601690086443038
4311601,Liberato Salzano,Atividades administrativas e serviços complementares,0.057202991511741026
4311627,Lindolfo Collor,Atividades administrativas e serviços complementares,1.215584810578719
4311643,Linha Nova,Atividades administrativas e serviços complementares,0.7902878247973907
4311700,Machadinho,Atividades administrativas e serviços complementares,0.04985227825192851
4311718,Maçambará,Atividades administrativas e serviços complementares,0.013600403715732595
4311734,Mampituba,Atividades administrativas e serviços complementares,0.0719617809735477
4311759,Manoel Viana,Atividades administrativas e serviços complementares,0.017654229416757556
4311775,Maquiné,Atividades administrativas e serviços complementares,0.14149280611521922
4311791,Maratá,Atividades administrativas e serviços complementares,0.4943889810167407
4311809,Marau,Atividades administrativas e serviços complementares,0.13974456823544423
4311908,Marcelino Ramos,Atividades administrativas e serviços complementares,0.05468582303720778
4311981,Mariana Pimentel,Atividades administrativas e serviços complementares,0.2921868923995483
4312005,Mariano Moro,Atividades administrativas e serviços complementares,0.06865606841577952
4312054,Marques de Souza,Atividades administrativas e serviços complementares,0.2633225089105931
4312104,Mata,Atividades administrativas e serviços complementares,0.03066968585595347
4312138,Mato Castelhano,Atividades administrativas e serviços complementares,0.17964562761682273
4312153,Mato Leitão,Atividades administrativas e serviços complementares,0.3442872502342386
4312179,Mato Queimado,Atividades administrativas e serviços complementares,0.05741205340861996
4312203,Maximiliano de Almeida,Atividades administrativas e serviços complementares,0.06520463468106219
4312252,Minas do Leão,Atividades administrativas e serviços complementares,0.16882906291298463
4312302,Miraguaí,Atividades administrativas e serviços complementares,0.05087483275369224
4312351,Montauri,Atividades administrativas e serviços complementares,0.15284433509668985
4312377,Monte Alegre dos Campos,Atividades administrativas e serviços complementares,0.12063288555403119
4312385,Monte Belo do Sul,Atividades administrativas e serviços complementares,0.6149906732731171
4312401,Montenegro,Atividades administrativas e serviços complementares,0.5724256052578458
4312427,Mormaço,Atividades administrativas e serviços complementares,0.11213921858274194
4312443,Morrinhos do Sul,Atividades administrativas e serviços complementares,0.08428440541399547
4312450,Morro Redondo,Atividades administrativas e serviços complementares,0.05098291962082916
4312476,Morro Reuter,Atividades administrativas e serviços complementares,1.3200551286801714
4312500,Mostardas,Atividades administrativas e serviços complementares,0.0669731188303024
4312609,Muçum,Atividades administrativas e serviços complementares,0.2946642302776798
4312617,Muitos Capões,Atividades administrativas e serviços complementares,0.0865452788703581
4312625,Muliterno,Atividades administrativas e serviços complementares,0.11099854097692133
4312658,Não-Me-Toque,Atividades administrativas e serviços complementares,0.13328175524772276
4312674,Nicolau Vergueiro,Atividades administrativas e serviços complementares,0.13999968708628974
4312708,Nonoai,Atividades administrativas e serviços complementares,0.04729770474239185
4312757,Nova Alvorada,Atividades administrativas e serviços complementares,0.13904787680758599
4312807,Nova Araçá,Atividades administrativas e serviços complementares,0.20420551771010337
4312906,Nova Bassano,Atividades administrativas e serviços complementares,0.2103595325788087
4312955,Nova Boa Vista,Atividades administrativas e serviços complementares,0.12989374541759469
4313003,Nova Bréscia,Atividades administrativas e serviços complementares,0.22663253681996753
4313011,Nova Candelária,Atividades administrativas e serviços complementares,0.0806026357956575
4313037,Nova Esperança do Sul,Atividades administrativas e serviços complementares,0.030851259481765637
4313060,Nova Hartz,Atividades administrativas e serviços complementares,0.7467522508423843
4313086,Nova Pádua,Atividades administrativas e serviços complementares,0.6623558362262107
4313102,Nova Palma,Atividades administrativas e serviços complementares,0.06800768946253506
4313201,Nova Petrópolis,Atividades administrativas e serviços complementares,0.6994630504737173
4313300,Nova Prata,Atividades administrativas e serviços complementares,0.2203757357783669
4313334,Nova Ramada,Atividades administrativas e serviços complementares,0.06486340705145258
4313359,Nova Roma do Sul,Atividades administrativas e serviços complementares,0.4475580275982368
4313375,Nova Santa Rita,Atividades administrativas e serviços complementares,2.1533729834013826
4313391,Novo Cabrais,Atividades administrativas e serviços complementares,0.07877284863882407
4313409,Novo Hamburgo,Atividades administrativas e serviços complementares,1.870791017234411
4313425,Novo Machado,Atividades administrativas e serviços complementares,0.05693320615132409
4313441,Novo Tiradentes,Atividades administrativas e serviços complementares,0.06146628646996834
4313466,Novo Xingu,Atividades administrativas e serviços complementares,0.0742907587747928
4313490,Novo Barreiro,Atividades administrativas e serviços complementares,0.08557880789127044
4313508,Osório,Atividades administrativas e serviços complementares,0.14236134102096507
4313607,Paim Filho,Atividades administrativas e serviços complementares,0.06566494533704682
4313656,Palmares do Sul,Atividades administrativas e serviços complementares,0.16224806960275834
4313706,Palmeira das Missões,Atividades administrativas e serviços complementares,0.05438854983646242
4313805,Palmitinho,Atividades administrativas e serviços complementares,0.056003216037708345
4313904,Panambi,Atividades administrativas e serviços complementares,0.08146156698264453
4313953,Pantano Grande,Atividades administrativas e serviços complementares,0.10542350713771582
4314001,Paraí,Atividades administrativas e serviços complementares,0.16130568897999603
4314027,Paraíso do Sul,Atividades administrativas e serviços complementares,0.07079251387708166
4314035,Pareci Novo,Atividades administrativas e serviços complementares,0.9283903028690315
4314050,Parobé,Atividades administrativas e serviços complementares,0.7073451469636869
4314068,Passa Sete,Atividades administrativas e serviços complementares,0.0799234868950101
4314076,Passo do Sobrado,Atividades administrativas e serviços complementares,0.2862201107410431
4314100,Passo Fundo,Atividades administrativas e serviços complementares,0.08091086741114252
4314134,Paulo Bento,Atividades administrativas e serviços complementares,0.14511894014377186
4314159,Paverama,Atividades administrativas e serviços complementares,0.3787870060444587
4314175,Pedras Altas,Atividades administrativas e serviços complementares,0.036593767132187247
4314209,Pedro Osório,Atividades administrativas e serviços complementares,0.046847119288392
4314308,Pejuçara,Atividades administrativas e serviços complementares,0.0949489140965418
4314407,Pelotas,Atividades administrativas e serviços complementares,0.05059680376992099
4314423,Picada Café,Atividades administrativas e serviços complementares,0.7640259143802492
4314456,Pinhal,Atividades administrativas e serviços complementares,0.06484388828287806
4314464,Pinhal da Serra,Atividades administrativas e serviços complementares,0.05073331464278888
4314472,Pinhal Grande,Atividades administrativas e serviços complementares,0.06174491568376094
4314498,Pinheirinho do Vale,Atividades administrativas e serviços complementares,0.037983145838505684
4314506,Pinheiro Machado,Atividades administrativas e serviços complementares,0.03221034053691731
4314548,Pinto Bandeira,Atividades administrativas e serviços complementares,0.8544724575672378
4314555,Pirapó,Atividades administrativas e serviços complementares,0.022965471299538902
4314605,Piratini,Atividades administrativas e serviços complementares,0.03087438071528886
4314704,Planalto,Atividades administrativas e serviços complementares,0.04463840747445406
4314753,Poço das Antas,Atividades administrativas e serviços complementares,0.4050662080041837
4314779,Pontão,Atividades administrativas e serviços complementares,0.10710309722015589
4314787,Ponte Preta,Atividades administrativas e serviços complementares,0.11243890110951942
4314803,Portão,Atividades administrativas e serviços complementares,1.5328710045275908
4314902,Porto Alegre,Atividades administrativas e serviços complementares,0.99104971627369
